                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                  1.105,                 1.0909,                 1.6495,                0.81957,                0.83333,                   0.88,                0.64503,                0.94082,                 1.0864,                 1.6037,             0.00029723,             0.00029723,             0.00029723
                     85,                 1.0906,                 1.1003,                 1.6463,                0.87616,                0.75562,                  0.861,                 0.6483,                0.95924,                 1.1968,                 1.6231,             0.00028072,             0.00028072,             0.00028072
                     86,                  1.078,                 1.1045,                 1.6365,                0.86945,                0.80235,                0.86871,                0.64866,                0.89543,                 1.0877,                 1.5943,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.0559,                 1.0927,                 1.6266,                 0.7797,                0.86111,                0.86776,                0.65506,                0.91076,                 1.0616,                 1.5938,             0.00024772,             0.00024772,             0.00024772
                     88,                  1.038,                  1.095,                 1.6071,                0.85619,                0.76354,                0.86892,                0.64836,                0.93833,                 1.1134,                 1.6034,             0.00023121,             0.00023121,             0.00023121
                     89,                 1.0487,                  1.072,                 1.6259,                0.85969,                0.80523,                0.87041,                0.65326,                0.93307,                 1.0398,                   1.59,             0.00021471,             0.00021471,             0.00021471
                     90,                0.85686,                0.91109,                 1.4798,                0.86152,                0.79066,                0.85942,                0.64674,                0.99914,                  1.132,                 1.6165,             0.00019821,             0.00019821,             0.00019821
                     91,                0.84292,                0.81387,                 1.4624,                0.85482,                0.76533,                 0.8709,                0.66242,                0.94386,                 1.0647,                 1.5996,              0.0001817,              0.0001817,              0.0001817
                     92,                0.81963,                0.78544,                 1.4355,                0.87812,                0.80413,                 0.9034,                0.68604,                0.92988,                0.92493,                 1.6471,              0.0001652,              0.0001652,              0.0001652
                     93,                 0.7991,                0.73251,                 1.4062,                0.85819,                0.84152,                0.90265,                0.68792,                0.93532,                0.99689,                 1.6647,              0.0001487,              0.0001487,              0.0001487
                     94,                 0.8095,                0.75527,                 1.4224,                0.86247,                0.84794,                0.88507,                0.67633,                0.93776,                 1.0021,                  1.604,             0.00013219,             0.00013219,             0.00013219
                     95,                0.78523,                0.73015,                 1.4075,                0.89961,                 0.8211,                0.89859,                0.68877,                  0.929,                 0.9771,                 1.6066,             0.00011569,             0.00011569,             0.00011569
                     96,                0.80101,                0.74875,                 1.4067,                0.88197,                0.84136,                0.89589,                0.69477,                0.90413,                0.96696,                 1.5793,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                 0.7662,                0.72169,                 1.3916,                0.80822,                0.86111,                0.87988,                0.67897,                0.94263,                 1.0165,                 1.6209,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.74719,                0.67543,                 1.3537,                 0.8482,                0.79318,                0.87654,                0.67325,                0.94239,                 1.0273,                 1.6088,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.74083,                0.67839,                 1.3559,                0.87011,                0.79167,                0.88928,                0.68559,                 0.9423,                 1.0095,                 1.6123,             4.9677e-05,             4.9677e-05,             4.9677e-05
