                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.85587,                0.73838,                 1.0884,                0.88944,                0.94124,                0.95942,                0.80846,                0.64573,                0.66877,                 1.0232,             0.00057778,             0.00057778,             0.00057778
                     35,                0.84567,                0.71371,                 1.0948,                0.90885,                0.86433,                0.94083,                0.79776,                0.62007,                0.72818,                 1.0021,             0.00054478,             0.00054478,             0.00054478
                     36,                 0.8444,                0.74372,                 1.0981,                0.96908,                0.87098,                0.96189,                0.80932,                0.61973,                0.66168,                0.99371,             0.00051177,             0.00051177,             0.00051177
                     37,                0.83036,                0.70994,                  1.098,                0.96636,                0.91477,                0.97494,                0.83375,                0.59741,                0.61111,                0.97091,             0.00047876,             0.00047876,             0.00047876
                     38,                0.83481,                0.70973,                 1.0862,                0.92991,                0.92286,                0.96871,                0.82317,                0.60082,                0.62043,                0.98337,             0.00044576,             0.00044576,             0.00044576
                     39,                0.84995,                0.72515,                 1.0972,                0.93759,                0.90403,                 0.9631,                0.85434,                0.55373,                0.59019,                0.96248,             0.00041275,             0.00041275,             0.00041275
                     40,                0.63596,                0.56306,                0.97769,                0.93653,                0.90358,                0.96375,                0.81261,                0.62572,                0.67599,                 1.0004,             0.00037974,             0.00037974,             0.00037974
                     41,                0.61058,                0.51021,                  0.977,                0.84516,                0.86976,                0.91198,                0.78767,                0.58789,                0.79486,                0.98393,             0.00034674,             0.00034674,             0.00034674
                     42,                0.58565,                 0.4946,                0.95173,                0.91882,                0.90278,                0.95677,                 0.8336,                0.55959,                0.71662,                0.97822,             0.00031373,             0.00031373,             0.00031373
                     43,                0.58559,                0.46542,                0.94445,                0.94927,                0.91198,                0.96371,                0.84432,                0.53074,                0.65823,                0.95484,             0.00028072,             0.00028072,             0.00028072
                     44,                0.55487,                 0.4609,                0.92752,                0.91186,                0.93049,                0.95581,                0.82868,                0.56022,                0.67446,                0.96474,             0.00024772,             0.00024772,             0.00024772
                     45,                0.56067,                0.44947,                0.93428,                0.97053,                0.91592,                 0.9679,                0.81223,                 0.5558,                0.64188,                0.97234,             0.00021471,             0.00021471,             0.00021471
                     46,                0.53574,                0.43174,                0.92896,                0.97124,                0.89256,                0.96068,                0.84122,                0.53071,                 0.6363,                0.95858,              0.0001817,              0.0001817,              0.0001817
                     47,                0.55871,                0.44924,                0.93023,                0.92066,                0.91995,                0.95505,                0.82031,                 0.5125,                0.61626,                0.95125,              0.0001487,              0.0001487,              0.0001487
                     48,                 0.5276,                0.42038,                  0.912,                0.92217,                0.93056,                0.96677,                0.84463,                 0.5161,                0.58058,                0.95646,             0.00011569,             0.00011569,             0.00011569
                     49,                0.50787,                0.42095,                 0.9047,                0.91703,                0.94212,                0.96084,                0.85641,                0.48688,                0.59868,                0.93566,             8.2683e-05,             8.2683e-05,             8.2683e-05
