                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.6468,                 1.5028,                 1.8418,                  0.739,                0.73611,                0.78952,                0.44441,                 1.4494,                 1.4517,                 1.8149,             0.00061079,             0.00061079,             0.00061079
                     34,                 1.6117,                 1.4777,                 1.8226,                0.81861,                0.70041,                0.82947,                0.47411,                 1.4573,                 1.4113,                 1.8532,             0.00057778,             0.00057778,             0.00057778
                     35,                 1.5679,                 1.4428,                 1.8172,                0.82996,                0.70833,                0.84371,                0.51449,                 1.3714,                 1.3443,                 1.7691,             0.00054478,             0.00054478,             0.00054478
                     36,                 1.6079,                  1.495,                 1.8352,                0.84349,                0.72222,                0.84929,                0.54471,                  1.325,                 1.2821,                 1.7148,             0.00051177,             0.00051177,             0.00051177
                     37,                 1.5664,                 1.4522,                   1.81,                0.85423,                0.73511,                0.82371,                0.51825,                  1.323,                 1.4384,                 1.7404,             0.00047876,             0.00047876,             0.00047876
                     38,                 1.5758,                 1.4384,                 1.8153,                0.83435,                   0.75,                0.86273,                0.54172,                 1.3335,                 1.3046,                 1.7111,             0.00044576,             0.00044576,             0.00044576
                     39,                 1.5332,                 1.4012,                 1.7609,                 0.7778,                0.80556,                0.84554,                 0.5014,                 1.3729,                 1.3845,                 1.7495,             0.00041275,             0.00041275,             0.00041275
                     40,                 1.3861,                  1.418,                 1.7679,                0.78681,                0.75991,                0.81831,                0.49963,                 1.4376,                 1.4007,                 1.7924,             0.00037974,             0.00037974,             0.00037974
                     41,                 1.3701,                 1.2937,                 1.7374,                0.74595,                0.76389,                0.85126,                0.53992,                 1.3183,                 1.3173,                 1.7754,             0.00034674,             0.00034674,             0.00034674
                     42,                 1.2892,                 1.2125,                 1.6669,                0.85078,                0.74301,                0.85456,                 0.5239,                 1.2802,                 1.2476,                 1.6829,             0.00031373,             0.00031373,             0.00031373
                     43,                 1.3375,                 1.1854,                 1.6989,                0.79498,                 0.8239,                 0.8864,                0.56122,                  1.253,                   1.25,                 1.6914,             0.00028072,             0.00028072,             0.00028072
                     44,                 1.2864,                 1.1515,                 1.6651,                0.92202,                0.67759,                0.86762,                0.55736,                 1.2775,                 1.3284,                  1.672,             0.00024772,             0.00024772,             0.00024772
                     45,                 1.2572,                 1.1135,                 1.6282,                0.81791,                0.81693,                0.89015,                0.55977,                 1.2529,                 1.2564,                 1.6926,             0.00021471,             0.00021471,             0.00021471
                     46,                 1.2469,                  1.105,                 1.6325,                0.84525,                0.81804,                0.88894,                0.56817,                 1.2761,                 1.2656,                 1.7205,              0.0001817,              0.0001817,              0.0001817
                     47,                 1.2472,                 1.1145,                 1.6075,                0.85942,                0.78192,                0.88526,                0.58187,                 1.2377,                 1.2235,                 1.6743,              0.0001487,              0.0001487,              0.0001487
                     48,                 1.2091,                 1.0695,                 1.5722,                 0.8131,                0.78233,                0.87729,                0.56718,                  1.228,                 1.2202,                 1.6405,             0.00011569,             0.00011569,             0.00011569
                     49,                 1.1807,                 1.0391,                 1.5571,                0.80043,                0.88889,                0.89192,                0.58356,                 1.2047,                 1.1751,                 1.6323,             8.2683e-05,             8.2683e-05,             8.2683e-05
