                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.7603,                 1.5734,                 1.9708,                 0.6757,                0.74361,                0.76902,                0.41674,                 1.5633,                 1.6002,                 2.1395,              0.0011389,              0.0011389,              0.0011389
                     34,                  1.633,                 1.5475,                 1.9013,                0.73869,                0.59722,                 0.6872,                0.37897,                 1.5645,                  1.592,                 2.1376,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.6036,                 1.4587,                 1.8548,                0.70997,                0.69444,                0.78213,                0.45448,                 1.3466,                 1.4013,                 1.9395,              0.0011059,              0.0011059,              0.0011059
                     36,                 1.5821,                 1.4404,                 1.8392,                0.77616,                0.66371,                0.75681,                0.44456,                  1.459,                  1.462,                 2.0456,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.5906,                 1.4337,                  1.839,                0.69429,                0.74363,                0.80468,                 0.4792,                 1.4152,                 1.3657,                 1.9848,              0.0010729,              0.0010729,              0.0010729
                     38,                  1.529,                 1.4662,                   1.85,                0.74932,                0.71322,                 0.7896,                0.45428,                 1.3779,                 1.5717,                 2.0132,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.5442,                 1.3947,                 1.8016,                0.77625,                0.63889,                0.75734,                0.46323,                 1.3486,                 1.5774,                 1.9947,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.5282,                  1.426,                 1.8062,                0.68432,                0.71603,                0.76063,                0.45091,                 1.3841,                 1.5265,                 1.9595,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.5022,                 1.4174,                 1.7924,                0.75467,                0.70833,                0.80458,                0.49837,                 1.3336,                 1.4407,                  1.913,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.5491,                 1.4395,                 1.8308,                0.85873,                0.71181,                0.83585,                0.50891,                 1.2938,                 1.3952,                 1.8944,             0.00099036,             0.00099036,             0.00099036
                     43,                 1.5007,                 1.3593,                 1.7719,                0.80055,                 0.6859,                0.78949,                 0.4582,                 1.3965,                 1.4486,                 1.9591,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.5498,                 1.4279,                 1.8464,                0.85381,                0.73006,                 0.8061,                0.48621,                 1.3574,                 1.4428,                 1.9244,             0.00095736,             0.00095736,             0.00095736
