                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.1765,                0.88742,                 1.4297,                0.82772,                  0.875,                0.88511,                0.65292,                 1.0111,                 1.0172,                 1.3433,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.1743,                0.88529,                 1.4315,                0.82969,                0.83015,                 0.8567,                0.64013,                 0.9725,                0.95833,                 1.2872,              0.0011059,              0.0011059,              0.0011059
                     36,                 1.1477,                 0.8754,                 1.4169,                 0.8922,                0.86111,                0.89614,                0.65904,                 1.0271,                0.99128,                 1.3724,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.1615,                0.87783,                 1.4136,                0.85912,                0.81944,                0.89129,                0.64017,                0.99623,                0.93578,                 1.2853,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.1309,                0.84591,                 1.3976,                0.78556,                0.79167,                0.85611,                0.63474,                 1.0712,                 1.1433,                 1.3898,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.1357,                0.85623,                 1.4158,                0.86815,                0.82775,                0.87317,                0.64788,                 1.0507,                 1.1631,                 1.3727,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.1241,                0.83151,                  1.395,                0.87138,                0.82882,                 0.8851,                0.60885,                 1.1414,                 1.1236,                 1.4275,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.1185,                0.85188,                 1.3937,                0.91076,                0.84722,                0.92578,                0.66221,                 1.1037,                0.97815,                 1.4177,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.1106,                0.82687,                 1.3885,                0.90834,                0.83333,                 0.8971,                0.66491,                 1.0504,                0.96654,                   1.32,             0.00099036,             0.00099036,             0.00099036
                     43,                  1.109,                0.82829,                 1.3854,                0.85867,                0.83525,                0.89216,                0.65404,                 1.0401,                 1.0346,                  1.355,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.0795,                0.80124,                 1.3619,                0.79629,                 0.8423,                0.89427,                0.63631,                 1.1704,                 1.0773,                 1.4677,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.1056,                0.81685,                 1.3818,                 0.8167,                0.92501,                 0.9246,                0.69475,                0.98952,                0.86615,                 1.3249,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.0736,                0.79327,                 1.3587,                0.90081,                0.86635,                0.92653,                0.70094,                0.95004,                0.84964,                 1.2842,             0.00092435,             0.00092435,             0.00092435
